OrderID,OrderDate,CustomerID,State,ProductID,ProductName,Quantity
CA-2016-164091,9/17/2016,LA-16780,Maine,TEC-PH-10001944,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,3
CA-2016-164091,9/17/2016,LA-16780,Maine,FUR-FU-10004952,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",2
CA-2017-105214,6/16/2017,TS-21610,California,FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,7
CA-2017-105214,6/16/2017,TS-21610,California,OFF-PA-10001776,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",2
CA-2015-117611,11/8/2015,MZ-17335,California,OFF-FA-10002280,Advantus Plastic Paper Clips,1
CA-2015-117611,11/8/2015,MZ-17335,California,TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,3
US-2015-137960,12/18/2015,MW-18220,New York,TEC-AC-10002253,Imation Bio 8GB USB Flash Drive Imation Corp,1
CA-2017-122994,2/6/2017,MV-17485,Virginia,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",3
CA-2016-131065,11/14/2016,AA-10375,Georgia,TEC-AC-10004145,Logitech diNovo Edge Keyboard,2
CA-2016-131065,11/14/2016,AA-10375,Georgia,OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),1
CA-2016-131065,11/14/2016,AA-10375,Georgia,OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",2
CA-2017-149146,10/12/2017,SM-20320,North Carolina,OFF-PA-10003919,Xerox 1989,2
CA-2017-137470,9/17/2017,TP-21415,Washington,OFF-PA-10002001,Xerox 1984,2
CA-2017-105480,12/20/2017,DK-13225,New York,OFF-PA-10002787,Xerox 227,1
CA-2017-105480,12/20/2017,DK-13225,New York,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,1
CA-2017-164917,12/2/2017,MK-17905,Florida,OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,5
CA-2015-102036,9/21/2015,CS-12130,Washington,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,6
CA-2015-142944,3/6/2015,JL-15850,California,FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,7
CA-2015-142944,3/6/2015,JL-15850,California,TEC-CO-10003763,Canon PC1060 Personal Laser Copier,2
CA-2014-157882,10/3/2014,AR-10405,California,FUR-TA-10001866,Bevis Round Conference Room Tables and Bases,1
CA-2014-157882,10/3/2014,AR-10405,California,FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",3
CA-2014-104283,6/27/2014,LM-17065,Mississippi,OFF-ST-10004337,"SAFCO Commercial Wire Shelving, 72h",5
CA-2014-104283,6/27/2014,LM-17065,Mississippi,FUR-TA-10001039,KI Adjustable-Height Table,1
CA-2014-104283,6/27/2014,LM-17065,Mississippi,TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,4
CA-2017-142622,10/30/2017,JK-15625,Washington,FUR-CH-10003833,Novimex Fabric Task Chair,2
CA-2017-142622,10/30/2017,JK-15625,Washington,FUR-CH-10004289,Global Super Steno Chair,8
CA-2017-142622,10/30/2017,JK-15625,Washington,FUR-BO-10004467,Bestar Classic Bookcase,2
CA-2016-132143,9/3/2016,FM-14215,Connecticut,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",7
CA-2015-153108,3/5/2015,SF-20200,Indiana,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,2
CA-2015-153108,3/5/2015,SF-20200,Indiana,OFF-AP-10002222,Staple holder,7
CA-2016-112676,5/5/2016,PJ-18835,Tennessee,OFF-PA-10003971,Xerox 1965,3
CA-2017-165687,11/17/2017,CS-12355,Virginia,OFF-AP-10004036,Bionaire 99.97% HEPA Air Cleaner,2
US-2017-112928,6/1/2017,BB-10990,Ohio,OFF-AP-10002287,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",5
CA-2017-143343,6/10/2017,BW-11200,California,OFF-AR-10002375,Newell 351,5
CA-2017-115154,1/8/2017,RS-19420,Washington,FUR-TA-10001950,Balt Solid Wood Round Tables,2
CA-2015-149342,4/20/2015,TS-21160,Georgia,TEC-PH-10001557,Pyle PMP37LED,3
CA-2015-149342,4/20/2015,TS-21160,Georgia,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",6
CA-2015-149342,4/20/2015,TS-21160,Georgia,OFF-PA-10001166,Xerox 2,2
CA-2015-130995,11/1/2015,QJ-19255,New York,TEC-PH-10000347,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,1
CA-2017-127929,12/23/2017,FM-14215,Connecticut,FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",3
CA-2015-113145,11/1/2015,VD-21670,New York,OFF-PA-10002659,Avoid Verbal Orders Carbonless Minifold Book,4
CA-2015-113145,11/1/2015,VD-21670,New York,FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",5
CA-2015-113145,11/1/2015,VD-21670,New York,TEC-PH-10001527,Plantronics MX500i Earset,1
CA-2015-113145,11/1/2015,VD-21670,New York,TEC-AC-10001838,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,7
CA-2015-113145,11/1/2015,VD-21670,New York,TEC-PH-10002597,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,4
CA-2014-162362,11/14/2014,JL-15505,Michigan,OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders,3
CA-2014-162362,11/14/2014,JL-15505,Michigan,OFF-BI-10000546,Avery Durable Binders,4
CA-2016-106558,1/17/2016,DL-13495,Georgia,TEC-AC-10001142,First Data FD10 PIN Pad,4
CA-2017-157931,9/17/2017,MO-17800,Georgia,FUR-CH-10000785,Global Ergonomic Managers Chair,4
CA-2017-157931,9/17/2017,MO-17800,Georgia,OFF-PA-10000474,Easy-staple paper,3
CA-2016-115574,12/23/2016,BP-11185,Illinois,FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",2
CA-2015-160794,8/6/2015,MS-17980,Texas,OFF-PA-10004156,Xerox 188,3
CA-2017-116225,11/5/2017,SV-20935,New York,TEC-AC-10001432,Enermax Aurora Lite Keyboard,5
US-2017-120418,6/11/2017,BC-11125,Arizona,FUR-CH-10001394,Global Leather Executive Chair,1
US-2017-120418,6/11/2017,BC-11125,Arizona,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",4
US-2017-120418,6/11/2017,BC-11125,Arizona,OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,5
US-2017-120418,6/11/2017,BC-11125,Arizona,OFF-AR-10001955,Newell 319,1
US-2017-120418,6/11/2017,BC-11125,Arizona,OFF-ST-10001809,Fellowes Officeware Wire Shelving,3
CA-2017-122035,7/20/2017,EM-13825,South Dakota,OFF-LA-10004093,Avery 486,2
CA-2017-122035,7/20/2017,EM-13825,South Dakota,OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",2
CA-2017-122035,7/20/2017,EM-13825,South Dakota,OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,5
CA-2017-122035,7/20/2017,EM-13825,South Dakota,FUR-CH-10003833,Novimex Fabric Task Chair,3
CA-2017-122035,7/20/2017,EM-13825,South Dakota,OFF-BI-10002072,Cardinal Slant-D Ring Binders,7
CA-2017-122035,7/20/2017,EM-13825,South Dakota,TEC-AC-10003095,Logitech G35 7.1-Channel Surround Sound Headset,3
CA-2015-117828,12/23/2015,BD-11500,Virginia,OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,4
CA-2017-165491,3/20/2017,HW-14935,Washington,TEC-AC-10000358,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,7
CA-2015-109470,12/31/2015,KC-16255,Kentucky,OFF-BI-10004492,Tuf-Vin Binders,3
CA-2015-109470,12/31/2015,KC-16255,Kentucky,OFF-BI-10001072,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",4
CA-2015-109470,12/31/2015,KC-16255,Kentucky,OFF-BI-10003707,Aluminum Screw Posts,5
CA-2015-105102,9/15/2015,BM-11575,New York,OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,3
CA-2015-105102,9/15/2015,BM-11575,New York,FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",1
CA-2015-105102,9/15/2015,BM-11575,New York,OFF-PA-10002365,Xerox 1967,2
CA-2017-138422,9/23/2017,KN-16705,Colorado,OFF-EN-10004147,Wausau Papers Astrobrights Colored Envelopes,3
US-2015-147739,12/25/2015,JD-16150,Pennsylvania,FUR-FU-10001468,Tenex Antistatic Computer Chair Mats,4
CA-2016-155187,9/24/2016,LA-16780,California,OFF-ST-10000642,"Tennsco Lockers, Gray",2
CA-2016-155187,9/24/2016,LA-16780,California,OFF-PA-10000380,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",5
CA-2017-169285,3/21/2017,RW-19690,Indiana,OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",5
CA-2017-169285,3/21/2017,RW-19690,Indiana,OFF-PA-10004971,Xerox 196,1
CA-2014-140886,9/30/2014,KW-16570,Tennessee,OFF-AP-10000696,Holmes Odor Grabber,6
CA-2017-152695,12/10/2017,CC-12220,Connecticut,OFF-EN-10004030,Convenience Packs of Business Envelopes,3
CA-2017-152695,12/10/2017,CC-12220,Connecticut,OFF-AP-10000026,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,7
CA-2014-110639,8/23/2014,RH-19495,New York,OFF-PA-10003936,Xerox 1994,4
CA-2014-110639,8/23/2014,RH-19495,New York,OFF-PA-10004530,Personal Creations Ink Jet Cards and Labels,4
CA-2014-121727,8/19/2014,JK-15625,Ohio,OFF-AR-10004930,Turquoise Lead Holder with Pocket Clip,2
CA-2016-137736,11/10/2016,DC-13285,Georgia,OFF-AR-10004999,Newell 315,7
US-2014-143231,12/31/2014,GM-14455,Massachusetts,FUR-FU-10002501,Nu-Dell Executive Frame,5
US-2014-143231,12/31/2014,GM-14455,Massachusetts,TEC-AC-10000358,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,3
US-2014-155894,7/26/2014,CL-11890,Illinois,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",3
CA-2016-119025,2/22/2016,PV-18985,Wisconsin,OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,9
CA-2016-159373,3/13/2016,LT-17110,Texas,OFF-PA-10000659,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",5
CA-2016-159373,3/13/2016,LT-17110,Texas,FUR-TA-10004619,Hon Non-Folding Utility Tables,5
CA-2017-109701,12/2/2017,AM-10360,California,OFF-BI-10004187,3-ring staple pack,6
CA-2017-109701,12/2/2017,AM-10360,California,OFF-BI-10000632,Satellite Sectional Post Binders,2
CA-2017-109701,12/2/2017,AM-10360,California,OFF-PA-10003724,"Wirebound Message Book, 4 per Page",2
CA-2017-109701,12/2/2017,AM-10360,California,OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,3
CA-2017-109701,12/2/2017,AM-10360,California,OFF-AR-10001868,Prang Dustless Chalk Sticks,6
CA-2015-111514,8/31/2015,SC-20260,California,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",7
CA-2015-111514,8/31/2015,SC-20260,California,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,5
CA-2015-111514,8/31/2015,SC-20260,California,TEC-AC-10004864,Memorex Micro Travel Drive 32 GB,1
CA-2015-111514,8/31/2015,SC-20260,California,TEC-MA-10000597,Lexmark S315 Color Inkjet Printer,3
US-2014-148838,3/17/2014,CP-12340,New York,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,7
US-2014-148838,3/17/2014,CP-12340,New York,FUR-TA-10001950,Balt Solid Wood Round Tables,4
US-2014-148838,3/17/2014,CP-12340,New York,FUR-TA-10004175,"Hon 30"" x 60"" Table with Locking Drawer",3
US-2014-148838,3/17/2014,CP-12340,New York,OFF-PA-10002960,Xerox 1926,7
US-2014-148838,3/17/2014,CP-12340,New York,OFF-PA-10000919,Xerox 1918,4
US-2016-108637,3/13/2016,AB-10060,Virginia,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",2
US-2016-108637,3/13/2016,AB-10060,Virginia,OFF-AP-10004540,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",2
US-2016-108637,3/13/2016,AB-10060,Virginia,OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,4
CA-2014-102295,11/24/2014,EH-13990,California,FUR-CH-10001714,"Global Leather & Oak Executive Chair, Burgundy",1
CA-2017-123659,2/10/2017,MN-17935,Maryland,OFF-PA-10002464,HP Office Recycled Paper (20Lb. and 87 Bright),4
US-2016-129469,9/23/2016,KL-16555,Ohio,FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",6
US-2016-129469,9/23/2016,KL-16555,Ohio,OFF-AR-10000315,"Dixon Ticonderoga Maple Cedar Pencil, #2",2
CA-2017-155152,7/7/2017,MP-17965,Rhode Island,TEC-AC-10004353,Hypercom P1300 Pinpad,4
CA-2016-159940,7/7/2016,BF-11020,Illinois,OFF-FA-10000936,Acco Hot Clips Clips to Go,1
CA-2016-159940,7/7/2016,BF-11020,Illinois,OFF-PA-10001609,Tops Wirebound Message Log Books,9
CA-2016-159940,7/7/2016,BF-11020,Illinois,FUR-CH-10000785,Global Ergonomic Managers Chair,2
CA-2017-119669,1/24/2017,TP-21130,Georgia,OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,3
US-2014-164616,8/19/2014,MS-17770,Ohio,OFF-SU-10004768,Acme Kleencut Forged Steel Scissors,2
CA-2015-148628,12/6/2015,KM-16375,California,OFF-PA-10003883,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",5
CA-2016-118052,5/6/2016,BE-11455,Ohio,OFF-FA-10004248,Advantus T-Pin Paper Clips,2
CA-2016-118052,5/6/2016,BE-11455,Ohio,OFF-PA-10002581,Xerox 1951,2
CA-2016-118052,5/6/2016,BE-11455,Ohio,FUR-FU-10004848,DAX Solid Wood Frames,7
US-2017-117534,3/25/2017,CV-12295,California,OFF-AP-10002403,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,4
US-2017-117534,3/25/2017,CV-12295,California,OFF-AR-10003087,Staples in misc. colors,9
US-2017-117534,3/25/2017,CV-12295,California,OFF-BI-10002026,Avery Arch Ring Binders,4
US-2017-117534,3/25/2017,CV-12295,California,TEC-PH-10000141,Clearsounds A400,4
US-2017-117534,3/25/2017,CV-12295,California,TEC-CO-10000971,Hewlett Packard 310 Color Digital Copier,2
CA-2015-145065,12/12/2015,DK-13375,California,OFF-FA-10001229,Staples,2
CA-2015-145065,12/12/2015,DK-13375,California,OFF-BI-10002437,Recycled Premium Regency Composition Covers,2
US-2015-127040,12/6/2015,SG-20605,New York,OFF-PA-10004255,Xerox 219,1
US-2015-127040,12/6/2015,SG-20605,New York,OFF-PA-10001184,Xerox 1903,7
US-2015-127040,12/6/2015,SG-20605,New York,TEC-AC-10002637,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),9
US-2015-127040,12/6/2015,SG-20605,New York,FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",4
CA-2016-128111,3/17/2016,CS-12355,Massachusetts,OFF-AR-10000588,Newell 345,2
CA-2015-137897,11/14/2015,PJ-18835,New York,TEC-AC-10002217,Imation Clip USB flash drive - 8 GB,2
CA-2015-137897,11/14/2015,PJ-18835,New York,TEC-AC-10001267,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,2
CA-2015-137897,11/14/2015,PJ-18835,New York,OFF-PA-10004041,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",5
CA-2017-169264,8/14/2017,NP-18700,California,OFF-LA-10001613,Avery File Folder Labels,2
CA-2017-169264,8/14/2017,NP-18700,California,OFF-AR-10000246,Newell 318,6
CA-2017-147361,9/9/2017,SB-20290,South Carolina,OFF-ST-10001809,Fellowes Officeware Wire Shelving,7
CA-2017-147361,9/9/2017,SB-20290,South Carolina,OFF-ST-10002214,X-Rack File for Hanging Folders,5
CA-2017-145877,4/1/2017,AS-10090,Missouri,OFF-ST-10000649,Hanging Personal Folder File,6
CA-2017-145877,4/1/2017,AS-10090,Missouri,OFF-EN-10001990,Staple envelope,5
US-2016-110170,9/27/2016,HM-14860,Texas,FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak,7
CA-2017-108574,10/7/2017,MG-18145,California,TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,9
CA-2017-108574,10/7/2017,MG-18145,California,TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset,7
CA-2017-144589,1/20/2017,TM-21010,California,OFF-AR-10003631,Staples in misc. colors,5
CA-2017-144589,1/20/2017,TM-21010,California,TEC-PH-10003072,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,3
CA-2017-155985,3/23/2017,BE-11335,California,FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,8
CA-2014-162684,8/1/2014,AS-10630,Pennsylvania,OFF-FA-10000992,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",2
CA-2015-142041,6/7/2015,EM-13810,California,OFF-BI-10004187,3-ring staple pack,5
CA-2014-151295,11/12/2014,JA-15970,California,OFF-PA-10001947,Xerox 1974,2
CA-2014-151295,11/12/2014,JA-15970,California,FUR-TA-10002356,Bevis Boat-Shaped Conference Table,3
CA-2016-156300,12/29/2016,TB-21595,Wisconsin,FUR-CH-10001714,"Global Leather & Oak Executive Chair, Burgundy",5
CA-2015-146087,7/6/2015,PP-18955,Massachusetts,FUR-BO-10002824,Bush Mission Pointe Library,2
CA-2017-168655,10/12/2017,ML-18040,New Mexico,TEC-AC-10002842,WD My Passport Ultra 2TB Portable External Hard Drive,5
CA-2017-168655,10/12/2017,ML-18040,New Mexico,OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,3
CA-2017-159597,11/9/2017,MC-17590,California,OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",2
CA-2017-159597,11/9/2017,MC-17590,California,TEC-AC-10004171,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,1
CA-2016-155551,4/18/2016,CR-12580,Illinois,OFF-ST-10003656,Safco Industrial Wire Shelving,3
CA-2016-155551,4/18/2016,CR-12580,Illinois,OFF-PA-10001560,"Adams Telephone Message Books, 5 1/4” x 11”",2
US-2017-147669,12/25/2017,SV-20935,Ohio,TEC-AC-10002473,Maxell 4.7GB DVD-R,7
US-2017-147669,12/25/2017,SV-20935,Ohio,FUR-TA-10002645,Hon Rectangular Conference Tables,2
CA-2017-100748,5/13/2017,RB-19795,California,OFF-LA-10000240,Self-Adhesive Address Labels for Typewriters by Universal,8
CA-2017-129805,12/28/2017,HM-14860,Washington,FUR-FU-10001935,3M Hangers With Command Adhesive,2
CA-2014-148586,3/25/2014,AZ-10750,New York,FUR-CH-10002439,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",7
US-2017-112613,5/28/2017,JH-15910,Texas,TEC-PH-10001536,Spigen Samsung Galaxy S5 Case Wallet,4
CA-2015-154746,11/14/2015,PJ-18835,Virginia,OFF-EN-10001532,Brown Kraft Recycled Envelopes,2
CA-2015-154746,11/14/2015,PJ-18835,Virginia,OFF-AP-10003057,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,3
CA-2017-140053,7/3/2017,CA-12265,New Mexico,FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",9
CA-2014-164210,11/18/2014,PW-19240,Colorado,FUR-TA-10000849,Bevis Rectangular Conference Tables,2
CA-2014-164210,11/18/2014,PW-19240,Colorado,OFF-PA-10002259,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",4
CA-2017-139948,7/17/2017,SW-20455,Florida,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",2
CA-2016-146934,5/22/2016,AF-10870,New Jersey,TEC-PH-10004614,AT&T 841000 Phone,5
CA-2016-146934,5/22/2016,AF-10870,New Jersey,FUR-TA-10003748,Bevis 36 x 72 Conference Tables,2
CA-2016-146934,5/22/2016,AF-10870,New Jersey,OFF-AP-10003217,Eureka Sanitaire  Commercial Upright,4
CA-2016-146934,5/22/2016,AF-10870,New Jersey,TEC-AC-10002399,SanDisk Cruzer 32 GB USB Flash Drive,5
CA-2016-146934,5/22/2016,AF-10870,New Jersey,OFF-EN-10002973,Ampad #10 Peel & Seel Holiday Envelopes,6
CA-2016-146934,5/22/2016,AF-10870,New Jersey,TEC-PH-10001336,Digium D40 VoIP phone,2
CA-2015-100573,9/25/2015,AM-10705,California,OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",2
CA-2016-119165,10/31/2016,BD-11320,Pennsylvania,FUR-CH-10000988,Hon Olson Stacker Stools,5
CA-2015-128027,9/14/2015,CM-12385,South Carolina,OFF-ST-10001809,Fellowes Officeware Wire Shelving,3
CA-2016-140207,11/5/2016,CS-12400,California,OFF-BI-10003963,Cardinal Holdit Data Disk Pockets,5
CA-2017-140949,3/17/2017,DB-13405,New York,OFF-LA-10000081,Avery 496,5
CA-2017-140949,3/17/2017,DB-13405,New York,TEC-PH-10000149,Cisco SPA525G2 IP Phone - Wireless,6
CA-2017-140949,3/17/2017,DB-13405,New York,OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",3
CA-2017-140949,3/17/2017,DB-13405,New York,TEC-AC-10002399,SanDisk Cruzer 32 GB USB Flash Drive,3
CA-2017-140949,3/17/2017,DB-13405,New York,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,8
CA-2017-140949,3/17/2017,DB-13405,New York,OFF-ST-10000344,"Neat Ideas Personal Hanging Folder Files, Black",8
CA-2017-140949,3/17/2017,DB-13405,New York,OFF-LA-10004093,Avery 486,1
CA-2017-140949,3/17/2017,DB-13405,New York,OFF-AR-10001683,Lumber Crayons,6
CA-2017-140949,3/17/2017,DB-13405,New York,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",3
CA-2017-138548,8/15/2017,JG-15160,New Jersey,OFF-AP-10002578,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",2
CA-2015-142419,7/11/2015,SC-20380,Washington,OFF-PA-10001763,Xerox 1896,3
CA-2015-142419,7/11/2015,SC-20380,Washington,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",3
CA-2017-148691,12/3/2017,CS-12460,New York,OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,5
CA-2017-148691,12/3/2017,CS-12460,New York,OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,2
CA-2017-148691,12/3/2017,CS-12460,New York,TEC-PH-10000576,AT&T 1080 Corded phone,1
CA-2017-148691,12/3/2017,CS-12460,New York,OFF-LA-10001317,Avery 520,1
CA-2017-128755,5/4/2017,MK-18160,Virginia,OFF-PA-10000726,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",1
CA-2017-128755,5/4/2017,MK-18160,Virginia,OFF-ST-10003306,Letter Size Cart,4
CA-2017-128755,5/4/2017,MK-18160,Virginia,OFF-PA-10004983,Xerox 23,5
CA-2017-128755,5/4/2017,MK-18160,Virginia,OFF-ST-10001291,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",1
US-2016-135923,1/22/2016,CM-11935,North Carolina,FUR-FU-10002107,Eldon Pizzaz Desk Accessories,8
US-2016-135923,1/22/2016,CM-11935,North Carolina,FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",4
US-2016-135923,1/22/2016,CM-11935,North Carolina,OFF-AP-10000692,Fellowes Mighty 8 Compact Surge Protector,4
CA-2016-114972,11/3/2016,PF-19225,California,FUR-CH-10001190,Global Deluxe High-Back Office Chair in Storm,2
CA-2016-114972,11/3/2016,PF-19225,California,TEC-AC-10000682,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,5
CA-2016-114972,11/3/2016,PF-19225,California,OFF-LA-10004545,Avery 50,7
CA-2016-114972,11/3/2016,PF-19225,California,OFF-AP-10003057,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,4
CA-2017-102750,9/4/2017,GM-14695,California,FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,3
CA-2014-145212,9/13/2014,DC-12850,New York,OFF-AR-10002833,Newell 322,3
CA-2017-141992,6/19/2017,FO-14305,Texas,OFF-SU-10002557,Fiskars Spring-Action Scissors,1
CA-2017-141992,6/19/2017,FO-14305,Texas,OFF-ST-10003656,Safco Industrial Wire Shelving,2
CA-2017-147956,12/24/2017,AH-10210,Washington,OFF-ST-10001097,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,6
CA-2017-126067,8/28/2017,KN-16705,Washington,TEC-PH-10000912,Anker 24W Portable Micro USB Car Charger,4
CA-2017-126067,8/28/2017,KN-16705,Washington,FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",5
CA-2017-126067,8/28/2017,KN-16705,Washington,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,5
CA-2017-126067,8/28/2017,KN-16705,Washington,OFF-AR-10003856,Newell 344,2
CA-2015-104514,1/2/2015,CB-12535,Delaware,OFF-ST-10001837,"SAFCO Mobile Desk Side File, Wire Frame",2
CA-2015-104514,1/2/2015,CB-12535,Delaware,OFF-AR-10001473,Newell 313,3
CA-2015-104514,1/2/2015,CB-12535,Delaware,OFF-PA-10004285,Xerox 1959,3
CA-2015-141040,10/9/2015,TB-21250,New York,TEC-PH-10001835,Jawbone JAMBOX Wireless Bluetooth Speaker,4
CA-2015-141040,10/9/2015,TB-21250,New York,OFF-PA-10002245,Xerox 1895,4
CA-2014-113579,12/13/2014,KD-16345,California,OFF-PA-10001457,White GlueTop Scratch Pads,6
CA-2014-144624,11/19/2014,JM-15865,New York,TEC-PH-10002885,Apple iPhone 5,7
CA-2016-146206,9/10/2016,KT-16480,Texas,FUR-TA-10004086,KI Adjustable-Height Table,5
CA-2016-146206,9/10/2016,KT-16480,Texas,TEC-PH-10000895,Polycom VVX 310 VoIP phone,5
CA-2014-136644,6/16/2014,SC-20575,Indiana,FUR-CH-10000225,"Global Geo Office Task Chair, Gray",8
CA-2015-122371,9/26/2015,BS-11800,California,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",3
CA-2015-122371,9/26/2015,BS-11800,California,OFF-EN-10000056,Cameo Buff Policy Envelopes,2
CA-2016-126935,5/19/2016,BT-11395,California,OFF-BI-10004817,GBC Personal VeloBind Strips,1
US-2017-133781,6/22/2017,DC-12850,Florida,OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",3
